# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb  6 04:36:20 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_disposition like '%CONFIRMED%'
# CONSTRAINT:  and koi_count > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by kepler_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
161,12252424,K00153.01,Kepler-113 c,CONFIRMED,CANDIDATE,8.925079516,5.9920000e-06,-5.9920000e-06,139.7138900,5.320000e-04,-5.320000e-04,2.67660,0.02650,-0.02650,977.5,8.000e+00,-8.000e+00,2.36,0.16,-8.000e-02,2,4728.00,94.00,-94.00,0.6930,0.0490,-0.0210,287.997890,50.944328,13.461
162,12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,4.754000720,2.8460000e-06,-2.8460000e-06,128.5471550,4.950000e-04,-4.950000e-04,2.53940,0.02190,-0.02190,748.7,6.000e+00,-6.000e+00,2.00,0.14,-6.000e-02,2,4728.00,94.00,-94.00,0.6930,0.0490,-0.0210,287.997890,50.944328,13.461
164,10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,8.041347775,8.9150000e-06,-8.9150000e-06,143.0382920,9.160000e-04,-9.160000e-04,2.63320,0.03030,-0.03030,591.0,8.300e+00,-8.300e+00,1.29,0.08,-7.000e-02,3,3980.00,79.00,-79.00,0.5400,0.0330,-0.0330,294.121430,48.349522,13.738
165,10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,5.188563677,6.3660000e-06,-6.3660000e-06,145.3622520,9.920000e-04,-9.920000e-04,2.36830,0.02970,-0.02970,358.7,7.000e+00,-7.000e+00,1.00,0.07,-6.000e-02,3,3980.00,79.00,-79.00,0.5400,0.0330,-0.0330,294.121430,48.349522,13.738
166,10925104,K00156.03,Kepler-114 d,CONFIRMED,CANDIDATE,11.776132317,6.9630000e-06,-6.9630000e-06,142.7057530,4.980000e-04,-4.980000e-04,2.89710,0.02610,-0.02610,1430.8,9.600e+00,-9.600e+00,2.08,0.13,-1.200e-01,3,3980.00,79.00,-79.00,0.5400,0.0330,-0.0330,294.121430,48.349522,13.738
167,6541920,K00157.01,Kepler-11 c,CONFIRMED,CANDIDATE,13.024933070,1.2630000e-05,-1.2630000e-05,138.1761570,7.790000e-04,-7.790000e-04,4.57060,0.02830,-0.02830,778.4,6.700e+00,-6.700e+00,2.88,0.19,-1.800e-01,6,5657.00,113.00,-101.00,1.0460,0.0680,-0.0680,297.115110,41.909142,13.709
168,6541920,K00157.02,Kepler-11 d,CONFIRMED,CANDIDATE,22.687155000,2.6450000e-05,-2.6450000e-05,148.4554350,9.680000e-04,-9.680000e-04,5.49210,0.03550,-0.03550,960.0,8.100e+00,-8.100e+00,3.20,0.21,-2.100e-01,6,5657.00,113.00,-101.00,1.0460,0.0680,-0.0680,297.115110,41.909142,13.709
169,6541920,K00157.03,Kepler-11 e,CONFIRMED,CANDIDATE,31.995524850,3.1090000e-05,-3.1090000e-05,154.1607450,7.580000e-04,-7.580000e-04,4.28170,0.04850,-0.04850,1376.1,1.120e+01,-1.120e+01,4.12,0.27,-2.600e-01,6,5657.00,113.00,-101.00,1.0460,0.0680,-0.0680,297.115110,41.909142,13.709
170,6541920,K00157.04,Kepler-11 f,CONFIRMED,CANDIDATE,46.685620500,1.1200000e-04,-1.1200000e-04,225.0460400,1.790000e-03,-1.790000e-03,6.37940,0.06150,-0.06150,588.8,1.000e+01,-1.000e+01,2.52,0.16,-1.600e-01,6,5657.00,113.00,-101.00,1.0460,0.0680,-0.0680,297.115110,41.909142,13.709
171,6541920,K00157.05,Kepler-11 g,CONFIRMED,CANDIDATE,118.378673500,3.1670000e-04,-3.1670000e-04,287.2874400,2.060000e-03,-2.060000e-03,9.55740,0.06560,-0.06560,1083.3,1.300e+01,-1.300e+01,3.40,0.22,-2.200e-01,6,5657.00,113.00,-101.00,1.0460,0.0680,-0.0680,297.115110,41.909142,13.709
172,6541920,K00157.06,Kepler-11 b,CONFIRMED,CANDIDATE,10.304011320,1.8350000e-05,-1.8350000e-05,138.5037700,1.450000e-03,-1.450000e-03,4.22460,0.04190,-0.04190,316.1,6.000e+00,-6.000e+00,1.84,0.12,-1.200e-01,6,5657.00,113.00,-101.00,1.0460,0.0680,-0.0680,297.115110,41.909142,13.709
174,8972058,K00159.01,Kepler-115 c,CONFIRMED,CANDIDATE,8.990886210,1.1350000e-05,-1.1350000e-05,136.7392300,1.070000e-03,-1.070000e-03,4.24470,0.03060,-0.03060,469.7,5.400e+00,-5.400e+00,2.78,0.46,-3.900e-01,2,5881.00,105.00,-117.00,1.1710,0.1960,-0.1610,297.711850,45.261921,13.431
175,8972058,K00159.02,Kepler-115 b,CONFIRMED,CANDIDATE,2.403640701,7.5400000e-06,-7.5400000e-06,134.7306500,2.760000e-03,-2.760000e-03,1.40120,0.08520,-0.08520,74.9,5.400e+00,-5.400e+00,1.24,0.20,-1.700e-01,2,5881.00,105.00,-117.00,1.1710,0.1960,-0.1610,297.711850,45.261921,13.431
184,11512246,K00168.01,Kepler-23 c,CONFIRMED,CANDIDATE,10.742417650,1.6200000e-05,-1.6200000e-05,133.2867000,1.250000e-03,-1.250000e-03,6.06330,0.03480,-0.03480,415.2,4.600e+00,-4.600e+00,3.06,0.19,-1.200e-01,3,5761.00,86.00,-69.00,1.5180,0.0920,-0.0610,294.218930,49.479221,13.438
185,11512246,K00168.02,Kepler-23 d,CONFIRMED,CANDIDATE,15.274438890,3.9610000e-05,-3.9610000e-05,147.5798300,2.090000e-03,-2.090000e-03,6.07650,0.06040,-0.06040,206.7,5.300e+00,-5.300e+00,2.17,0.13,-9.000e-02,3,5761.00,86.00,-69.00,1.5180,0.0920,-0.0610,294.218930,49.479221,13.438
186,11512246,K00168.03,Kepler-23 b,CONFIRMED,CANDIDATE,7.106957410,1.7400000e-05,-1.7400000e-05,138.3227100,2.060000e-03,-2.060000e-03,5.14620,0.05190,-0.05190,131.0,4.100e+00,-4.100e+00,1.72,0.11,-7.000e-02,3,5761.00,86.00,-69.00,1.5180,0.0920,-0.0610,294.218930,49.479221,13.438
189,7831264,K00171.01,Kepler-116 b,CONFIRMED,CANDIDATE,5.968724048,6.0370000e-06,-6.0370000e-06,137.1586070,8.110000e-04,-8.110000e-04,3.65100,0.02900,-0.02900,510.6,5.300e+00,-5.300e+00,3.26,0.58,-5.800e-01,2,6122.00,136.00,-124.00,1.4390,0.2570,-0.2570,294.742070,43.536831,13.717
190,7831264,K00171.02,Kepler-116 c,CONFIRMED,CANDIDATE,13.071418890,4.0480000e-05,-4.0480000e-05,144.4421700,2.590000e-03,-2.590000e-03,3.09460,0.07250,-0.07250,251.1,8.400e+00,-8.400e+00,2.47,0.45,-4.400e-01,2,6122.00,136.00,-124.00,1.4390,0.2570,-0.2570,294.742070,43.536831,13.717
191,8692861,K00172.01,Kepler-69 b,CONFIRMED,CANDIDATE,13.722368200,1.8220000e-05,-1.8220000e-05,137.8408300,1.120000e-03,-1.120000e-03,5.12310,0.03570,-0.03570,571.1,6.500e+00,-6.500e+00,2.23,0.28,-2.700e-01,2,5637.00,113.00,-101.00,0.9430,0.1170,-0.1170,293.260930,44.868889,13.749
192,8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,242.467406000,2.6000000e-03,-2.6000000e-03,150.8582700,7.420000e-03,-7.420000e-03,12.80800,0.26500,-0.26500,340.3,1.520e+01,-1.520e+01,1.73,0.21,-2.200e-01,2,5637.00,113.00,-101.00,0.9430,0.1170,-0.1170,293.260930,44.868889,13.749
199,9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,20.740286450,2.9650000e-05,-2.9650000e-05,142.8000300,1.120000e-03,-1.120000e-03,10.39390,0.06260,-0.06260,1023.3,7.500e+00,-7.500e+00,4.24,0.75,-5.700e-01,2,6226.00,112.00,-124.00,1.2990,0.2310,-0.1730,297.045410,46.328701,13.955
200,9663113,K00179.02,Kepler-458 b,CONFIRMED,FALSE POSITIVE,572.376632000,6.2150000e-03,-6.2150000e-03,306.5100600,4.250000e-03,-4.250000e-03,24.42000,0.55900,-0.55900,1743.4,2.230e+01,-2.230e+01,5.80,1.04,-7.700e-01,2,6226.00,112.00,-124.00,1.2990,0.2310,-0.1730,297.045410,46.328701,13.955
212,5972334,K00191.01,Kepler-487 b,CONFIRMED,CANDIDATE,15.358767771,2.1290000e-06,-2.1290000e-06,132.3850850,1.140000e-04,-1.140000e-04,4.12230,0.01570,-0.01570,14638.1,2.020e+01,-2.020e+01,10.89,1.11,-8.200e-01,4,5422.00,108.00,-108.00,0.8870,0.0900,-0.0670,295.287230,41.221958,14.991
215,5972334,K00191.04,Kepler-487 c,CONFIRMED,FALSE POSITIVE,38.652079600,2.5640000e-04,-2.5640000e-04,164.0445500,5.160000e-03,-5.160000e-03,5.60700,0.17900,-0.17900,566.5,2.440e+01,-2.440e+01,2.07,0.21,-1.600e-01,4,5422.00,108.00,-108.00,0.8870,0.0900,-0.0670,295.287230,41.221958,14.991
223,10019708,K00199.01,Kepler-490 b,CONFIRMED,CANDIDATE,3.268695042,2.6200000e-07,-2.6200000e-07,137.4817205,6.500000e-05,-6.500000e-05,3.45188,0.00218,-0.00218,10091.4,7.900e+00,-7.900e+00,16.91,2.61,-3.920e+00,2,5927.00,80.00,-80.00,1.6910,0.2610,-0.3920,295.025670,46.956001,14.879
233,10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,50.790346480,2.3810000e-05,-2.3810000e-05,135.6327590,4.060000e-04,-4.060000e-04,10.84740,0.01380,-0.01380,5671.1,1.190e+01,-1.190e+01,10.60,1.91,-1.900e+00,2,6163.00,123.00,-123.00,1.4060,0.2530,-0.2530,288.793030,48.040230,14.274
234,10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,18.795912760,1.2310000e-05,-1.2310000e-05,145.8218540,5.440000e-04,-5.440000e-04,7.52350,0.04400,-0.04400,2431.4,1.000e+01,-1.000e+01,7.39,1.33,-1.330e+00,2,6163.00,123.00,-123.00,1.4060,0.2530,-0.2530,288.793030,48.040230,14.274
241,6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,20.172024672,9.3350000e-06,-9.3350000e-06,141.2091820,3.900000e-04,-3.900000e-04,3.14880,0.02480,-0.02480,5368.1,2.620e+01,-2.620e+01,6.24,0.27,-5.500e-01,2,5064.00,83.00,-75.00,0.8640,0.0380,-0.0760,299.213170,41.424831,14.711
242,6152974,K00216.02,Kepler-118 b,CONFIRMED,CANDIDATE,7.518545370,4.9330000e-05,-4.9330000e-05,132.5307800,4.670000e-03,-4.670000e-03,2.84500,0.14600,-0.14600,286.7,1.720e+01,-1.720e+01,1.42,0.06,-1.200e-01,2,5064.00,83.00,-75.00,0.8640,0.0380,-0.0760,299.213170,41.424831,14.711
246,7132798,K00220.01,Kepler-119 b,CONFIRMED,CANDIDATE,2.422084188,4.8300000e-07,-4.8300000e-07,132.9400790,1.650000e-04,-1.650000e-04,2.56130,0.00828,-0.00828,1871.8,5.200e+00,-5.200e+00,3.55,0.75,-3.200e-01,2,5598.00,149.00,-166.00,0.8300,0.1760,-0.0750,295.946410,42.658920,14.236
247,7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,4.125119350,1.9420000e-05,-1.9420000e-05,133.6401400,3.800000e-03,-3.800000e-03,2.87700,0.10300,-0.10300,114.7,5.900e+00,-5.900e+00,0.88,0.19,-8.000e-02,2,5598.00,149.00,-166.00,0.8300,0.1760,-0.0750,295.946410,42.658920,14.236
248,3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,3.413036353,6.2600000e-07,-6.2600000e-07,132.4430540,1.510000e-04,-1.510000e-04,2.61366,0.00578,-0.00578,3868.7,8.900e+00,-8.900e+00,6.62,1.37,-1.120e+00,2,5392.00,80.00,-72.00,1.0870,0.2240,-0.1840,285.930690,39.098141,14.622
250,4249725,K00222.01,Kepler-120 b,CONFIRMED,CANDIDATE,6.312508525,5.2630000e-06,-5.2630000e-06,132.6544180,6.940000e-04,-6.940000e-04,2.74550,0.02650,-0.02650,1286.0,1.290e+01,-1.290e+01,2.00,0.26,-3.300e-01,2,4090.00,447.00,-335.00,0.5710,0.0760,-0.0930,287.891630,39.339130,14.735
251,4249725,K00222.02,Kepler-120 c,CONFIRMED,CANDIDATE,12.794547400,2.6150000e-05,-2.6150000e-05,130.7668000,1.700000e-03,-1.700000e-03,3.41970,0.05310,-0.05310,816.7,1.640e+01,-1.640e+01,1.60,0.21,-2.600e-01,2,4090.00,447.00,-335.00,0.5710,0.0760,-0.0930,287.891630,39.339130,14.735
252,4545187,K00223.01,Kepler-121 b,CONFIRMED,CANDIDATE,3.177414601,1.5870000e-06,-1.5870000e-06,134.4788920,4.170000e-04,-4.170000e-04,1.52620,0.02540,-0.02540,1134.3,1.210e+01,-1.210e+01,2.65,0.41,-1.900e-01,2,5303.00,159.00,-143.00,0.7080,0.1110,-0.0510,286.162050,39.678001,14.708
253,4545187,K00223.02,Kepler-121 c,CONFIRMED,CANDIDATE,41.008111700,1.1800000e-04,-1.1800000e-04,147.0338200,2.380000e-03,-2.380000e-03,4.37600,0.11300,-0.11300,1004.5,2.430e+01,-2.430e+01,2.64,0.41,-1.900e-01,2,5303.00,159.00,-143.00,0.7080,0.1110,-0.0510,286.162050,39.678001,14.708
260,4833421,K00232.01,Kepler-122 c,CONFIRMED,CANDIDATE,12.466004437,5.5440000e-06,-5.5440000e-06,134.0032580,3.760000e-04,-3.760000e-04,5.00660,0.01980,-0.01980,2232.1,8.100e+00,-8.100e+00,5.65,0.89,-9.000e-01,5,6038.00,121.00,-121.00,1.1910,0.1890,-0.1890,291.111880,39.949108,14.247
261,4833421,K00232.02,Kepler-122 b,CONFIRMED,CANDIDATE,5.766165573,7.6190000e-06,-7.6190000e-06,134.0172500,1.070000e-03,-1.070000e-03,3.83140,0.02960,-0.02960,364.8,5.900e+00,-5.900e+00,2.27,0.36,-3.600e-01,5,6038.00,121.00,-121.00,1.1910,0.1890,-0.1890,291.111880,39.949108,14.247
262,4833421,K00232.03,Kepler-122 d,CONFIRMED,CANDIDATE,21.587527880,7.4980000e-05,-7.4980000e-05,142.9672800,2.710000e-03,-2.710000e-03,4.49680,0.07890,-0.07890,336.8,1.040e+01,-1.040e+01,2.18,0.35,-3.400e-01,5,6038.00,121.00,-121.00,1.1910,0.1890,-0.1890,291.111880,39.949108,14.247
263,4833421,K00232.04,Kepler-122 e,CONFIRMED,CANDIDATE,37.996236900,1.5150000e-04,-1.5150000e-04,162.9798400,3.310000e-03,-3.310000e-03,6.77510,0.09350,-0.09350,403.7,1.100e+01,-1.100e+01,2.39,0.38,-3.800e-01,5,6038.00,121.00,-121.00,1.1910,0.1890,-0.1890,291.111880,39.949108,14.247
264,4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,56.259088100,2.8000000e-04,-2.8000000e-04,164.2199300,3.820000e-03,-3.820000e-03,8.11400,0.11400,-0.11400,348.8,1.200e+01,-1.200e+01,2.22,0.36,-3.500e-01,5,6038.00,121.00,-121.00,1.1910,0.1890,-0.1890,291.111880,39.949108,14.247
270,7219825,K00238.01,Kepler-123 b,CONFIRMED,CANDIDATE,17.232328940,3.5660000e-05,-3.5660000e-05,135.0922000,1.680000e-03,-1.680000e-03,4.55680,0.05080,-0.05080,509.8,8.600e+00,-8.600e+00,2.79,0.45,-4.100e-01,3,6086.00,133.00,-133.00,1.2160,0.1990,-0.1790,296.998630,42.781960,14.061
271,7219825,K00238.02,Kepler-123 c,CONFIRMED,CANDIDATE,26.695194400,2.6070000e-04,-2.6070000e-04,143.9999000,8.060000e-03,-8.060000e-03,4.57600,0.20700,-0.20700,132.6,1.060e+01,-1.060e+01,1.40,0.23,-2.000e-01,3,6086.00,133.00,-133.00,1.2160,0.1990,-0.1790,296.998630,42.781960,14.061
273,6383785,K00239.01,Kepler-501 b,CONFIRMED,CANDIDATE,5.640676975,3.7250000e-06,-3.7250000e-06,138.5562590,5.570000e-04,-5.570000e-04,2.83540,0.02630,-0.02630,1453.3,1.140e+01,-1.140e+01,4.59,0.76,-6.900e-01,2,5794.00,78.00,-78.00,1.2160,0.2010,-0.1830,297.201540,41.730209,14.762
276,11288051,K00241.01,Kepler-124 c,CONFIRMED,CANDIDATE,13.821420840,2.2230000e-05,-2.2230000e-05,131.7923700,1.250000e-03,-1.250000e-03,3.98500,0.12400,-0.12400,765.2,1.080e+01,-1.080e+01,2.20,0.15,-8.000e-02,3,4983.00,100.00,-100.00,0.6510,0.0440,-0.0240,286.752780,49.064911,14.139
277,11288051,K00241.02,Kepler-124 d,CONFIRMED,CANDIDATE,30.950592700,2.1870000e-04,-2.1870000e-04,153.8450700,5.470000e-03,-5.470000e-03,5.39400,0.20800,-0.20800,301.4,1.420e+01,-1.420e+01,1.51,0.11,-5.000e-02,3,4983.00,100.00,-100.00,0.6510,0.0440,-0.0240,286.752780,49.064911,14.139
278,11288051,K00241.03,Kepler-124 b,CONFIRMED,CANDIDATE,3.410459810,1.3610000e-05,-1.3610000e-05,131.5806200,3.040000e-03,-3.040000e-03,2.86600,0.10000,-0.10000,136.2,6.800e+00,-6.800e+00,1.06,0.07,-4.000e-02,3,4983.00,100.00,-100.00,0.6510,0.0440,-0.0240,286.752780,49.064911,14.139
281,4349452,K00244.01,Kepler-25 c,CONFIRMED,CANDIDATE,12.720370263,2.2820000e-06,-2.2820000e-06,178.5282970,1.440000e-04,-1.440000e-04,2.73060,0.05130,-0.05130,1180.1,3.900e+00,-3.900e+00,4.75,0.28,-2.200e-01,2,6267.00,81.00,-75.00,1.2580,0.0720,-0.0590,286.638400,39.487881,10.734
282,4349452,K00244.02,Kepler-25 b,CONFIRMED,CANDIDATE,6.238535444,2.3250000e-06,-2.3250000e-06,171.7063250,2.950000e-04,-2.950000e-04,3.52550,0.01050,-0.01050,401.6,1.700e+00,-1.700e+00,2.53,0.14,-1.200e-01,2,6267.00,81.00,-75.00,1.2580,0.0720,-0.0590,286.638400,39.487881,10.734
283,8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,39.792200770,3.0070000e-05,-3.0070000e-05,175.2505580,5.840000e-04,-5.840000e-04,4.46600,0.02160,-0.02160,610.4,3.600e+00,-3.600e+00,1.90,0.08,-7.000e-02,2,5437.00,73.00,-81.00,0.7810,0.0340,-0.0310,284.059540,44.518215,9.705
284,8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,21.301818630,7.7990000e-05,-7.7990000e-05,191.8413600,2.740000e-03,-2.740000e-03,3.87630,0.08560,-0.08560,87.3,2.900e+00,-2.900e+00,0.72,0.03,-3.000e-02,2,5437.00,73.00,-81.00,0.7810,0.0340,-0.0310,284.059540,44.518215,9.705
285,11295426,K00246.01,Kepler-68 A b,CONFIRMED,CANDIDATE,5.398752862,1.9470000e-06,-1.9470000e-06,173.8586660,2.860000e-04,-2.860000e-04,3.43030,0.01540,-0.01540,346.5,1.400e+00,-1.400e+00,2.21,0.12,-1.100e-01,2,5790.00,78.00,-78.00,1.1980,0.0670,-0.0610,291.032320,49.040272,9.997
286,11295426,K00246.02,Kepler-68 A c,CONFIRMED,CANDIDATE,9.605059760,3.4590000e-05,-3.4590000e-05,136.3786300,3.200000e-03,-3.200000e-03,3.00630,0.07730,-0.07730,55.0,1.900e+00,-1.900e+00,0.91,0.05,-4.000e-02,2,5790.00,78.00,-78.00,1.1980,0.0670,-0.0610,291.032320,49.040272,9.997
288,5364071,K00248.01,Kepler-49 b,CONFIRMED,CANDIDATE,7.203855862,5.9210000e-06,-5.9210000e-06,170.2857310,6.520000e-04,-6.520000e-04,2.54180,0.02260,-0.02260,1765.9,1.920e+01,-1.920e+01,2.25,0.13,-1.700e-01,4,3834.00,77.00,-84.00,0.5390,0.0300,-0.0410,292.294590,40.591789,15.264
289,5364071,K00248.02,Kepler-49 c,CONFIRMED,CANDIDATE,10.912740650,1.4650000e-05,-1.4650000e-05,169.8524700,1.050000e-03,-1.050000e-03,2.18010,0.04450,-0.04450,1387.2,2.650e+01,-2.650e+01,2.13,0.12,-1.600e-01,4,3834.00,77.00,-84.00,0.5390,0.0300,-0.0410,292.294590,40.591789,15.264
290,5364071,K00248.03,Kepler-49 d,CONFIRMED,CANDIDATE,2.576571021,1.9510000e-06,-1.9510000e-06,172.1269110,6.170000e-04,-6.170000e-04,1.59970,0.01870,-0.01870,852.8,1.460e+01,-1.460e+01,1.57,0.09,-1.200e-01,4,3834.00,77.00,-84.00,0.5390,0.0300,-0.0410,292.294590,40.591789,15.264
291,5364071,K00248.04,Kepler-49 e,CONFIRMED,CANDIDATE,18.596115180,4.8710000e-05,-4.8710000e-05,141.2633100,2.090000e-03,-2.090000e-03,2.30520,0.05990,-0.05990,813.8,3.150e+01,-3.150e+01,1.53,0.08,-1.200e-01,4,3834.00,77.00,-84.00,0.5390,0.0300,-0.0410,292.294590,40.591789,15.264
293,9757613,K00250.01,Kepler-26 b,CONFIRMED,CANDIDATE,12.282998287,8.0010000e-06,-8.0010000e-06,170.3980900,5.100000e-04,-5.100000e-04,2.70960,0.01980,-0.01980,2794.7,2.240e+01,-2.240e+01,2.83,0.16,-2.200e-01,4,3879.00,77.00,-85.00,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
294,9757613,K00250.02,Kepler-26 c,CONFIRMED,CANDIDATE,17.251213970,1.8140000e-05,-1.8140000e-05,149.8864790,8.540000e-04,-8.540000e-04,2.03710,0.04470,-0.04470,2054.8,3.320e+01,-3.320e+01,2.64,0.15,-2.000e-01,4,3879.00,77.00,-85.00,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
295,9757613,K00250.03,Kepler-26 d,CONFIRMED,CANDIDATE,3.543919702,4.4940000e-06,-4.4940000e-06,136.2607500,1.070000e-03,-1.070000e-03,1.87170,0.02850,-0.02850,507.0,1.470e+01,-1.470e+01,1.21,0.06,-1.000e-01,4,3879.00,77.00,-85.00,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
296,9757613,K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,46.827677250,9.7940000e-05,-9.7940000e-05,136.7446800,1.790000e-03,-1.790000e-03,1.90330,0.05690,-0.05690,1537.7,5.290e+01,-5.290e+01,2.13,0.12,-1.600e-01,4,3879.00,77.00,-85.00,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
297,10489206,K00251.01,Kepler-125 b,CONFIRMED,CANDIDATE,4.164384505,2.1550000e-06,-2.1550000e-06,171.0879350,3.910000e-04,-3.910000e-04,1.84640,0.02800,-0.02800,2338.0,2.080e+01,-2.080e+01,2.54,0.19,-2.100e-01,2,3808.00,76.00,-84.00,0.5080,0.0370,-0.0420,298.258120,47.604939,14.752
298,10489206,K00251.02,Kepler-125 c,CONFIRMED,CANDIDATE,5.774403260,3.0590000e-05,-3.0590000e-05,132.9669500,4.550000e-03,-4.550000e-03,1.76800,0.12700,-0.12700,245.3,2.350e+01,-2.350e+01,0.80,0.06,-6.000e-02,2,3808.00,76.00,-84.00,0.5080,0.0370,-0.0420,298.258120,47.604939,14.752
303,7021681,K00255.01,Kepler-505 b,CONFIRMED,CANDIDATE,27.521947720,3.0580000e-05,-3.0580000e-05,189.8245230,8.080000e-04,-8.080000e-04,4.04700,0.04150,-0.04150,2312.8,2.410e+01,-2.410e+01,2.47,0.17,-2.100e-01,3,3780.00,76.00,-83.00,0.5110,0.0360,-0.0430,287.858120,42.542629,15.108
310,8292840,K00260.01,Kepler-126 b,CONFIRMED,CANDIDATE,10.495663030,2.6610000e-05,-2.6610000e-05,172.7933500,2.040000e-03,-2.040000e-03,4.73560,0.05670,-0.05670,106.1,2.400e+00,-2.400e+00,1.34,0.08,-5.000e-02,3,6214.00,113.00,-87.00,1.2970,0.0740,-0.0540,289.347320,44.208511,10.500
311,8292840,K00260.02,Kepler-126 d,CONFIRMED,CANDIDATE,100.283067500,2.6200000e-04,-2.6200000e-04,245.0431800,1.980000e-03,-1.980000e-03,10.86360,0.08520,-0.08520,351.2,4.400e+00,-4.400e+00,2.51,0.14,-1.000e-01,3,6214.00,113.00,-87.00,1.2970,0.0740,-0.0540,289.347320,44.208511,10.500
312,8292840,K00260.03,Kepler-126 c,CONFIRMED,CANDIDATE,21.869657140,8.3090000e-05,-8.3090000e-05,140.2951300,3.100000e-03,-3.100000e-03,5.51770,0.08890,-0.08890,125.5,3.100e+00,-3.100e+00,1.51,0.08,-7.000e-02,3,6214.00,113.00,-87.00,1.2970,0.0740,-0.0540,289.347320,44.208511,10.500
314,11807274,K00262.01,Kepler-50 b,CONFIRMED,CANDIDATE,7.812858620,2.8230000e-05,-2.8230000e-05,172.6138000,2.850000e-03,-2.850000e-03,4.09800,0.07680,-0.07680,117.3,4.000e+00,-4.000e+00,1.68,0.09,-9.000e-02,2,6237.00,62.00,-74.00,1.5430,0.0840,-0.0750,288.100860,50.033718,10.421
315,11807274,K00262.02,Kepler-50 c,CONFIRMED,CANDIDATE,9.376637130,3.1920000e-05,-3.1920000e-05,136.9531900,2.850000e-03,-2.850000e-03,2.10330,0.07770,-0.07770,118.4,6.200e+00,-6.200e+00,1.89,0.10,-1.000e-01,2,6237.00,62.00,-74.00,1.5430,0.0840,-0.0750,288.100860,50.033718,10.421
