# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb  8 04:07:54 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,ra,dec,koi_kepmag
99,6678383,K00111.03,Kepler-104 d,CANDIDATE,51.755305040,8.5350000e-05,-8.5350000e-05,271.0880800,1.250000e-03,-1.250000e-03,7.43550,0.05790,-0.05790,609.2,5.600e+00,-5.600e+00,2.61,0.35,-3.000e-01,116.90,3,2,q1_q17_dr25_tce,5979.00,108.00,-120.00,4.394,0.110,-0.110,1.0050,0.1380,-0.1130,0.9130,287.604610,42.166779,12.596
100,10984090,K00112.01,Kepler-466 b,CANDIDATE,51.079264510,6.4560000e-05,-6.4560000e-05,185.1808700,9.810000e-04,-9.810000e-04,6.37290,0.03120,-0.03120,736.8,6.000e+00,-6.000e+00,2.75,0.39,-2.800e-01,126.80,2,1,q1_q17_dr25_tce,5833.00,105.00,-117.00,4.407,0.085,-0.114,1.0220,0.1430,-0.1070,0.9740,295.648710,48.495560,12.772
101,10984090,K00112.02,Kepler-466 c,CANDIDATE,3.709214104,6.5360000e-06,-6.5360000e-06,133.9831800,1.430000e-03,-1.430000e-03,2.63020,0.04270,-0.04270,131.1,3.000e+00,-3.000e+00,1.16,0.17,-1.200e-01,50.60,2,2,q1_q17_dr25_tce,5833.00,105.00,-117.00,4.407,0.085,-0.114,1.0220,0.1430,-0.1070,0.9740,295.648710,48.495560,12.772
103,9579641,K00115.01,Kepler-105 b,CANDIDATE,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,2.94720,0.02400,-0.02400,601.6,4.000e+00,-4.000e+00,2.94,0.43,-3.800e-01,166.70,3,1,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,0.9410,287.887330,46.276241,12.791
104,9579641,K00115.02,Kepler-105 c,CANDIDATE,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,3.00140,0.03840,-0.03840,192.4,4.400e+00,-4.400e+00,1.79,0.26,-2.300e-01,47.10,3,2,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,0.9410,287.887330,46.276241,12.791
106,8395660,K00116.01,Kepler-106 c,CANDIDATE,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,3.35390,0.04890,-0.04890,511.7,6.300e+00,-6.300e+00,2.64,0.40,-2.700e-01,88.40,4,1,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,300.863980,44.337551,12.882
107,8395660,K00116.02,Kepler-106 e,CANDIDATE,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,6.80200,0.11900,-0.11900,615.2,7.700e+00,-7.700e+00,2.87,0.43,-3.000e-01,83.70,4,2,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,300.863980,44.337551,12.882
108,8395660,K00116.03,Kepler-106 b,CANDIDATE,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,3.26200,0.18600,-0.18600,55.8,4.300e+00,-4.300e+00,0.79,0.13,-8.000e-02,14.40,4,3,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,300.863980,44.337551,12.882
109,8395660,K00116.04,Kepler-106 d,CANDIDATE,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,5.35100,0.17700,-0.17700,104.0,6.500e+00,-6.500e+00,1.31,0.20,-1.300e-01,17.10,4,4,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,300.863980,44.337551,12.882
110,10875245,K00117.01,Kepler-107 e,CANDIDATE,14.749148250,2.1740000e-05,-2.1740000e-05,138.7779900,1.180000e-03,-1.180000e-03,6.09950,0.04400,-0.04400,430.2,4.200e+00,-4.200e+00,2.89,0.13,-1.000e-01,107.40,4,1,q1_q17_dr25_tce,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,297.028260,48.208611,12.487
111,10875245,K00117.02,Kepler-107 c,CANDIDATE,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,4.16540,0.05850,-0.05850,140.7,2.900e+00,-2.900e+00,1.70,0.08,-5.000e-02,50.60,4,3,q1_q17_dr25_tce,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,297.028260,48.208611,12.487
112,10875245,K00117.03,Kepler-107 b,CANDIDATE,3.180027898,7.2780000e-06,-7.2780000e-06,133.4986300,1.810000e-03,-1.810000e-03,3.57970,0.05580,-0.05580,120.3,2.700e+00,-2.700e+00,1.53,0.07,-5.000e-02,50.40,4,2,q1_q17_dr25_tce,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,297.028260,48.208611,12.487
113,10875245,K00117.04,Kepler-107 d,CANDIDATE,7.958253280,7.6730000e-05,-7.6730000e-05,137.8021900,7.670000e-03,-7.670000e-03,4.37700,0.22900,-0.22900,50.0,3.700e+00,-3.700e+00,1.06,0.05,-4.000e-02,14.70,4,4,q1_q17_dr25_tce,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,297.028260,48.208611,12.487
114,3531558,K00118.01,Kepler-467 b,CANDIDATE,24.993243190,6.1270000e-05,-6.1270000e-05,138.6816700,1.970000e-03,-1.970000e-03,5.94090,0.06690,-0.06690,269.6,4.900e+00,-4.900e+00,2.29,0.12,-8.000e-02,62.00,1,1,q1_q17_dr25_tce,5718.00,85.00,-77.00,4.181,0.018,-0.016,1.3170,0.0640,-0.0480,0.9610,287.362790,38.649601,12.377
115,9471974,K00119.01,Kepler-108 b,CANDIDATE,49.183941850,2.4750000e-05,-2.4750000e-05,141.9119240,5.690000e-04,-5.690000e-04,11.33640,0.05100,-0.05100,1646.2,5.400e+00,-5.400e+00,8.20,0.50,-5.500e-01,355.70,2,1,q1_q17_dr25_tce,5626.00,89.00,-78.00,3.907,0.040,-0.036,2.0570,0.1250,-0.1380,1.2470,294.559170,46.062328,12.654
116,9471974,K00119.02,Kepler-108 c,CANDIDATE,190.320046800,5.3270000e-04,-5.3270000e-04,312.6849800,1.470000e-03,-1.470000e-03,15.28400,0.20900,-0.20900,1141.7,8.500e+00,-8.500e+00,7.78,0.48,-5.200e-01,139.30,2,2,q1_q17_dr25_tce,5626.00,89.00,-78.00,3.907,0.040,-0.036,2.0570,0.1250,-0.1380,1.2470,294.559170,46.062328,12.654
119,8349582,K00122.01,Kepler-95 b,CANDIDATE,11.523067458,9.4520000e-06,-9.4520000e-06,131.9690550,7.000000e-04,-7.000000e-04,3.87570,0.02090,-0.02090,507.3,4.200e+00,-4.200e+00,3.13,0.20,-1.700e-01,142.00,1,1,q1_q17_dr25_tce,5644.00,84.00,-75.00,4.162,0.033,-0.030,1.4110,0.0910,-0.0730,1.0530,284.482450,44.398041,12.346
120,5094751,K00123.01,Kepler-109 b,CANDIDATE,6.481633073,6.0040000e-06,-6.0040000e-06,122.9776570,7.550000e-04,-7.550000e-04,3.78400,0.03390,-0.03390,298.5,2.700e+00,-2.700e+00,2.54,0.11,-1.200e-01,125.60,2,1,q1_q17_dr25_tce,5945.00,71.00,-71.00,4.213,0.033,-0.027,1.3020,0.0580,-0.0580,1.0090,290.392730,40.284870,12.365
121,5094751,K00123.02,Kepler-109 c,CANDIDATE,21.222611950,2.9080000e-05,-2.9080000e-05,137.5740300,1.130000e-03,-1.130000e-03,6.50930,0.04200,-0.04200,366.0,3.500e+00,-3.500e+00,2.48,0.11,-1.100e-01,114.90,2,2,q1_q17_dr25_tce,5945.00,71.00,-71.00,4.213,0.033,-0.027,1.3020,0.0580,-0.0580,1.0090,290.392730,40.284870,12.365
123,11086270,K00124.02,Kepler-110 c,CANDIDATE,31.719810130,6.3100000e-05,-6.3100000e-05,142.8208300,1.640000e-03,-1.640000e-03,4.81900,0.04980,-0.04980,363.4,6.100e+00,-6.100e+00,3.09,0.49,-7.800e-01,63.10,2,2,q1_q17_dr25_tce,5869.00,117.00,-117.00,4.024,0.210,-0.105,1.6260,0.2540,-0.4130,1.0190,292.929140,48.602810,12.935
124,11449844,K00125.01,Kepler-468 b,CANDIDATE,38.478766290,4.7310000e-06,-4.7310000e-06,151.8528120,1.010000e-04,-1.010000e-04,5.04169,0.00343,-0.00343,23530.0,2.540e+01,-2.540e+01,13.26,1.78,-5.900e-01,1077.80,1,1,q1_q17_dr25_tce,5510.00,98.00,-109.00,4.539,0.019,-0.110,0.8790,0.1180,-0.0390,0.9730,288.902220,49.370491,13.779
127,8359498,K00127.01,Kepler-77 b,CANDIDATE,3.578780566,1.8300000e-07,-1.8300000e-07,134.0304187,4.210000e-05,-4.210000e-05,2.91089,0.00147,-0.00147,11382.2,7.200e+00,-7.200e+00,10.43,0.62,-6.200e-01,1838.40,1,1,q1_q17_dr25_tce,5524.00,110.00,-110.00,4.421,0.050,-0.045,0.9940,0.0590,-0.0590,0.9500,289.607970,44.345421,13.938
128,11359879,K00128.01,Kepler-15 b,CANDIDATE,4.942783419,2.4700000e-07,-2.4700000e-07,136.3294353,4.070000e-05,-4.070000e-05,3.25346,0.00605,-0.00605,11144.7,6.700e+00,-6.700e+00,10.62,1.44,-7.300e-01,2040.70,1,1,q1_q17_dr25_tce,5514.00,98.00,-109.00,4.459,0.051,-0.110,0.9780,0.1330,-0.0670,1.0030,296.200590,49.140121,13.758
129,11974540,K00129.01,Kepler-470 b,CANDIDATE,24.669192732,7.5690000e-06,-7.5690000e-06,132.8642360,2.580000e-04,-2.580000e-04,7.03515,0.00754,-0.00754,7382.3,1.370e+01,-1.370e+01,77.76,21.27,-3.190e+01,603.00,1,1,q1_q17_dr25_tce,5313.00,328.00,-712.00,2.936,0.180,-0.180,9.3270,2.5510,-3.8260,2.7360,297.009430,50.372318,13.224
131,7778437,K00131.01,Kepler-471 b,CANDIDATE,5.014234733,8.5900000e-07,-8.5900000e-07,133.1742890,1.410000e-04,-1.410000e-04,4.58900,0.00525,-0.00525,6536.0,9.500e+00,-9.500e+00,10.63,3.57,-1.530e+00,794.30,1,1,q1_q17_dr25_tce,6490.00,155.00,-232.00,4.320,0.067,-0.202,1.3070,0.4390,-0.1880,1.3040,299.097530,43.497589,13.797
135,9818381,K00135.01,Kepler-43 b,CANDIDATE,3.024092505,2.2500000e-07,-2.2500000e-07,132.4168573,6.220000e-05,-6.220000e-05,2.80210,0.01030,-0.01030,7765.0,8.600e+00,-8.600e+00,12.14,0.79,-9.500e-01,1225.30,1,1,q1_q17_dr25_tce,6063.00,108.00,-145.00,4.261,0.055,-0.045,1.3580,0.0880,-0.1070,1.2270,285.240840,46.668251,13.958
137,8644288,K00137.01,Kepler-18 c,CANDIDATE,7.641567589,1.7690000e-06,-1.7690000e-06,135.4075640,1.910000e-04,-1.910000e-04,3.41018,0.00733,-0.00733,2269.7,5.800e+00,-5.800e+00,4.91,0.30,-3.300e-01,437.50,3,2,q1_q17_dr25_tce,5356.00,112.00,-72.00,4.338,0.065,-0.040,1.0550,0.0650,-0.0720,0.8820,298.079440,44.746319,13.549
138,8644288,K00137.02,Kepler-18 d,CANDIDATE,14.858908520,3.8080000e-06,-3.8080000e-06,128.1548690,2.170000e-04,-2.170000e-04,3.52520,0.01330,-0.01330,3269.0,7.700e+00,-7.700e+00,5.94,0.37,-4.000e-01,456.80,3,1,q1_q17_dr25_tce,5356.00,112.00,-72.00,4.338,0.065,-0.040,1.0550,0.0650,-0.0720,0.8820,298.079440,44.746319,13.549
139,8644288,K00137.03,Kepler-18 b,CANDIDATE,3.504691252,3.0910000e-06,-3.0910000e-06,133.5119410,7.140000e-04,-7.140000e-04,1.98110,0.02270,-0.02270,315.1,5.100e+00,-5.100e+00,2.03,0.13,-1.400e-01,67.50,3,3,q1_q17_dr25_tce,5356.00,112.00,-72.00,4.338,0.065,-0.040,1.0550,0.0650,-0.0720,0.8820,298.079440,44.746319,13.549
141,8559644,K00139.01,Kepler-111 c,CANDIDATE,224.778935500,2.5690000e-04,-2.5690000e-04,142.0953380,9.210000e-04,-9.210000e-04,11.18990,0.09160,-0.09160,3487.5,1.580e+01,-1.580e+01,7.67,1.33,-1.200e+00,235.70,2,1,q1_q17_dr25_tce,5873.00,93.00,-129.00,4.293,0.120,-0.120,1.2350,0.2130,-0.1940,1.0920,291.653170,44.688271,13.492
142,8559644,K00139.02,Kepler-111 b,CANDIDATE,3.341799486,4.9540000e-06,-4.9540000e-06,141.3547200,1.230000e-03,-1.230000e-03,2.92540,0.03490,-0.03490,178.2,4.000e+00,-4.000e+00,1.67,0.29,-2.600e-01,48.80,2,2,q1_q17_dr25_tce,5873.00,93.00,-129.00,4.293,0.120,-0.120,1.2350,0.2130,-0.1940,1.0920,291.653170,44.688271,13.492
146,4180280,K00144.01,Kepler-472 b,CANDIDATE,4.176254191,1.7990000e-06,-1.7990000e-06,133.0904150,3.560000e-04,-3.560000e-04,3.67160,0.03860,-0.03860,1360.1,6.200e+00,-6.200e+00,3.07,0.20,-1.100e-01,249.70,1,1,q1_q17_dr25_tce,4957.00,100.00,-100.00,4.594,0.014,-0.060,0.7760,0.0510,-0.0280,0.8670,296.524290,39.249760,13.698
150,5735762,K00148.01,Kepler-48 b,CANDIDATE,4.778003060,3.3820000e-06,-3.3820000e-06,124.0614650,5.880000e-04,-5.880000e-04,2.73610,0.01840,-0.01840,473.0,4.600e+00,-4.600e+00,1.85,0.13,-1.400e-01,115.40,3,2,q1_q17_dr25_tce,5192.00,103.00,-103.00,4.489,0.066,-0.054,0.8730,0.0650,-0.0650,0.8560,299.139220,40.949020,13.040
151,5735762,K00148.02,Kepler-48 c,CANDIDATE,9.673958488,5.4620000e-06,-5.4620000e-06,125.3394180,4.660000e-04,-4.660000e-04,3.26410,0.01650,-0.01650,952.7,5.800e+00,-5.800e+00,2.63,0.20,-1.900e-01,178.00,3,1,q1_q17_dr25_tce,5192.00,103.00,-103.00,4.489,0.066,-0.054,0.8730,0.0650,-0.0650,0.8560,299.139220,40.949020,13.040
152,5735762,K00148.03,Kepler-48 d,CANDIDATE,42.896450240,9.4310000e-05,-9.4310000e-05,146.0613000,1.860000e-03,-1.860000e-03,5.68970,0.05600,-0.05600,555.3,8.600e+00,-8.600e+00,2.00,0.15,-1.500e-01,66.80,3,3,q1_q17_dr25_tce,5192.00,103.00,-103.00,4.489,0.066,-0.054,0.8730,0.0650,-0.0650,0.8560,299.139220,40.949020,13.040
153,3835670,K00149.01,Kepler-473 b,CANDIDATE,14.557308970,1.3950000e-05,-1.3950000e-05,145.0950120,7.600000e-04,-7.600000e-04,7.76430,0.02890,-0.02890,956.9,5.500e+00,-5.500e+00,4.32,0.71,-8.600e-01,200.00,1,1,q1_q17_dr25_tce,5774.00,115.00,-104.00,4.159,0.168,-0.098,1.4120,0.2320,-0.2830,1.0480,286.630100,38.945599,13.397
154,7626506,K00150.01,Kepler-112 b,CANDIDATE,8.408878137,6.1280000e-06,-6.1280000e-06,134.0063660,6.060000e-04,-6.060000e-04,3.49670,0.01960,-0.01960,798.9,6.100e+00,-6.100e+00,2.28,0.19,-2.000e-01,147.20,2,1,q1_q17_dr25_tce,5551.00,111.00,-111.00,4.508,0.077,-0.063,0.8120,0.0700,-0.0700,0.7760,296.981020,43.209751,13.771
155,7626506,K00150.02,Kepler-112 c,CANDIDATE,28.574269200,4.0600000e-05,-4.0600000e-05,143.8315000,1.130000e-03,-1.130000e-03,4.94270,0.04030,-0.04030,824.9,9.200e+00,-9.200e+00,2.32,0.19,-2.000e-01,97.10,2,2,q1_q17_dr25_tce,5551.00,111.00,-111.00,4.508,0.077,-0.063,0.8120,0.0700,-0.0700,0.7760,296.981020,43.209751,13.771
157,8394721,K00152.01,Kepler-79 d,CANDIDATE,52.090816270,4.2060000e-05,-4.2060000e-05,158.7446650,6.700000e-04,-6.700000e-04,8.63880,0.02280,-0.02280,2894.1,1.260e+01,-1.260e+01,7.14,1.33,-1.090e+00,243.50,4,1,q1_q17_dr25_tce,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,1.1010,300.517120,44.381580,13.914
158,8394721,K00152.02,Kepler-79 c,CANDIDATE,27.402298590,5.1360000e-05,-5.1360000e-05,133.6284000,1.500000e-03,-1.500000e-03,6.84910,0.04790,-0.04790,747.5,1.000e+01,-1.000e+01,3.63,0.67,-5.600e-01,79.30,4,3,q1_q17_dr25_tce,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,1.1010,300.517120,44.381580,13.914
159,8394721,K00152.03,Kepler-79 b,CANDIDATE,13.484576680,2.3000000e-05,-2.3000000e-05,136.6180800,1.320000e-03,-1.320000e-03,5.01970,0.03950,-0.03950,653.5,8.800e+00,-8.800e+00,3.39,0.63,-5.200e-01,80.80,4,2,q1_q17_dr25_tce,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,1.1010,300.517120,44.381580,13.914
160,8394721,K00152.04,Kepler-79 e,CANDIDATE,81.063789500,4.0770000e-04,-4.0770000e-04,139.5349200,4.300000e-03,-4.300000e-03,3.00100,0.12600,-0.12600,476.0,2.600e+01,-2.600e+01,3.01,0.56,-4.600e-01,19.40,4,4,q1_q17_dr25_tce,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,1.1010,300.517120,44.381580,13.914
161,12252424,K00153.01,Kepler-113 c,CANDIDATE,8.925079516,5.9920000e-06,-5.9920000e-06,139.7138900,5.320000e-04,-5.320000e-04,2.67660,0.02650,-0.02650,977.5,8.000e+00,-8.000e+00,2.36,0.16,-8.000e-02,135.80,2,2,q1_q17_dr25_tce,4728.00,94.00,-94.00,4.628,0.012,-0.048,0.6930,0.0490,-0.0210,0.7680,287.997890,50.944328,13.461
162,12252424,K00153.02,Kepler-113 b,CANDIDATE,4.754000720,2.8460000e-06,-2.8460000e-06,128.5471550,4.950000e-04,-4.950000e-04,2.53940,0.02190,-0.02190,748.7,6.000e+00,-6.000e+00,2.00,0.14,-6.000e-02,141.40,2,1,q1_q17_dr25_tce,4728.00,94.00,-94.00,4.628,0.012,-0.048,0.6930,0.0490,-0.0210,0.7680,287.997890,50.944328,13.461
163,8030148,K00155.01,Kepler-474 b,CANDIDATE,5.660669429,3.7060000e-06,-3.7060000e-06,137.4160450,5.230000e-04,-5.230000e-04,4.64830,0.02810,-0.02810,737.8,4.300e+00,-4.300e+00,3.24,0.50,-5.400e-01,201.10,1,1,q1_q17_dr25_tce,5746.00,115.00,-103.00,4.266,0.162,-0.108,1.1730,0.1780,-0.1980,0.9270,292.321500,43.881168,13.494
164,10925104,K00156.01,Kepler-114 c,CANDIDATE,8.041347775,8.9150000e-06,-8.9150000e-06,143.0382920,9.160000e-04,-9.160000e-04,2.63320,0.03030,-0.03030,591.0,8.300e+00,-8.300e+00,1.29,0.08,-7.000e-02,77.50,3,2,q1_q17_dr25_tce,3980.00,79.00,-79.00,4.722,0.030,-0.033,0.5400,0.0330,-0.0330,0.5600,294.121430,48.349522,13.738
165,10925104,K00156.02,Kepler-114 b,CANDIDATE,5.188563677,6.3660000e-06,-6.3660000e-06,145.3622520,9.920000e-04,-9.920000e-04,2.36830,0.02970,-0.02970,358.7,7.000e+00,-7.000e+00,1.00,0.07,-6.000e-02,56.40,3,3,q1_q17_dr25_tce,3980.00,79.00,-79.00,4.722,0.030,-0.033,0.5400,0.0330,-0.0330,0.5600,294.121430,48.349522,13.738
166,10925104,K00156.03,Kepler-114 d,CANDIDATE,11.776132317,6.9630000e-06,-6.9630000e-06,142.7057530,4.980000e-04,-4.980000e-04,2.89710,0.02610,-0.02610,1430.8,9.600e+00,-9.600e+00,2.08,0.13,-1.200e-01,163.50,3,1,q1_q17_dr25_tce,3980.00,79.00,-79.00,4.722,0.030,-0.033,0.5400,0.0330,-0.0330,0.5600,294.121430,48.349522,13.738
167,6541920,K00157.01,Kepler-11 c,CANDIDATE,13.024933070,1.2630000e-05,-1.2630000e-05,138.1761570,7.790000e-04,-7.790000e-04,4.57060,0.02830,-0.02830,778.4,6.700e+00,-6.700e+00,2.88,0.19,-1.800e-01,119.30,6,2,q1_q17_dr25_tce,5657.00,113.00,-101.00,4.364,0.055,-0.045,1.0460,0.0680,-0.0680,0.9210,297.115110,41.909142,13.709
168,6541920,K00157.02,Kepler-11 d,CANDIDATE,22.687155000,2.6450000e-05,-2.6450000e-05,148.4554350,9.680000e-04,-9.680000e-04,5.49210,0.03550,-0.03550,960.0,8.100e+00,-8.100e+00,3.20,0.21,-2.100e-01,122.80,6,3,q1_q17_dr25_tce,5657.00,113.00,-101.00,4.364,0.055,-0.045,1.0460,0.0680,-0.0680,0.9210,297.115110,41.909142,13.709
169,6541920,K00157.03,Kepler-11 e,CANDIDATE,31.995524850,3.1090000e-05,-3.1090000e-05,154.1607450,7.580000e-04,-7.580000e-04,4.28170,0.04850,-0.04850,1376.1,1.120e+01,-1.120e+01,4.12,0.27,-2.600e-01,128.00,6,1,q1_q17_dr25_tce,5657.00,113.00,-101.00,4.364,0.055,-0.045,1.0460,0.0680,-0.0680,0.9210,297.115110,41.909142,13.709
170,6541920,K00157.04,Kepler-11 f,CANDIDATE,46.685620500,1.1200000e-04,-1.1200000e-04,225.0460400,1.790000e-03,-1.790000e-03,6.37940,0.06150,-0.06150,588.8,1.000e+01,-1.000e+01,2.52,0.16,-1.600e-01,59.00,6,5,q1_q17_dr25_tce,5657.00,113.00,-101.00,4.364,0.055,-0.045,1.0460,0.0680,-0.0680,0.9210,297.115110,41.909142,13.709
171,6541920,K00157.05,Kepler-11 g,CANDIDATE,118.378673500,3.1670000e-04,-3.1670000e-04,287.2874400,2.060000e-03,-2.060000e-03,9.55740,0.06560,-0.06560,1083.3,1.300e+01,-1.300e+01,3.40,0.22,-2.200e-01,83.10,6,4,q1_q17_dr25_tce,5657.00,113.00,-101.00,4.364,0.055,-0.045,1.0460,0.0680,-0.0680,0.9210,297.115110,41.909142,13.709
172,6541920,K00157.06,Kepler-11 b,CANDIDATE,10.304011320,1.8350000e-05,-1.8350000e-05,138.5037700,1.450000e-03,-1.450000e-03,4.22460,0.04190,-0.04190,316.1,6.000e+00,-6.000e+00,1.84,0.12,-1.200e-01,53.80,6,6,q1_q17_dr25_tce,5657.00,113.00,-101.00,4.364,0.055,-0.045,1.0460,0.0680,-0.0680,0.9210,297.115110,41.909142,13.709
174,8972058,K00159.01,Kepler-115 c,CANDIDATE,8.990886210,1.1350000e-05,-1.1350000e-05,136.7392300,1.070000e-03,-1.070000e-03,4.24470,0.03060,-0.03060,469.7,5.400e+00,-5.400e+00,2.78,0.46,-3.900e-01,93.60,2,1,q1_q17_dr25_tce,5881.00,105.00,-117.00,4.315,0.115,-0.115,1.1710,0.1960,-0.1610,1.0320,297.711850,45.261921,13.431
175,8972058,K00159.02,Kepler-115 b,CANDIDATE,2.403640701,7.5400000e-06,-7.5400000e-06,134.7306500,2.760000e-03,-2.760000e-03,1.40120,0.08520,-0.08520,74.9,5.400e+00,-5.400e+00,1.24,0.20,-1.700e-01,16.30,2,2,q1_q17_dr25_tce,5881.00,105.00,-117.00,4.315,0.115,-0.115,1.1710,0.1960,-0.1610,1.0320,297.711850,45.261921,13.431
177,5084942,K00161.01,Kepler-475 b,CANDIDATE,3.105507835,1.1490000e-06,-1.1490000e-06,133.2104270,3.110000e-04,-3.110000e-04,1.74580,0.02240,-0.02240,904.6,6.000e+00,-6.000e+00,2.68,0.17,-1.000e-01,178.60,1,1,q1_q17_dr25_tce,4989.00,90.00,-110.00,4.585,0.012,-0.064,0.7910,0.0520,-0.0280,0.8780,287.051730,40.211552,13.341
178,8107380,K00162.01,Kepler-476 b,CANDIDATE,14.006403920,1.7310000e-05,-1.7310000e-05,142.2088500,1.000000e-03,-1.000000e-03,4.69190,0.03960,-0.03960,716.4,7.600e+00,-7.600e+00,3.11,0.45,-4.100e-01,109.30,1,1,q1_q17_dr25_tce,5788.00,116.00,-116.00,4.323,0.132,-0.108,1.1240,0.1640,-0.1480,0.9690,295.163820,43.963039,13.837
179,6851425,K00163.01,Kepler-477 b,CANDIDATE,11.119902800,1.1660000e-05,-1.1660000e-05,139.7535240,8.430000e-04,-8.430000e-04,3.37590,0.03720,-0.03720,636.3,7.300e+00,-7.300e+00,2.08,0.14,-9.000e-02,100.30,1,1,q1_q17_dr25_tce,5078.00,101.00,-101.00,4.581,0.025,-0.053,0.7660,0.0520,-0.0330,0.8160,288.067600,42.355370,13.536
