# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 13 03:43:33 2018
#
# CONSTRAINT:  where (koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
# CONSTRAINT:  order by kepoi_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
85,4055765,K00100.01,,CANDIDATE,CANDIDATE,9.966400400,1.2200000e-05,-1.2200000e-05,141.1532400,1.010000e-03,-1.010000e-03,0.966,0.012,-0.008,5.01270,0.07020,-0.07020,1619.0,1.940e+01,-1.940e+01,16.89,2.15,-4.290e+00,125.90,1,135,6638.00,120.00,-133.00,3.0790,0.3910,-0.7820,1.5950,0.1760,-0.1940,291.177920,39.199490,12.598
86,8456679,K00102.01,,CANDIDATE,CANDIDATE,1.735136190,2.8200000e-07,-2.8200000e-07,135.0600470,1.360000e-04,-1.360000e-04,0.045,0.192,-0.045,2.27410,0.00554,-0.00554,952.6,2.300e+00,-2.300e+00,3.27,0.54,-3.300e-01,473.20,2,772,5751.00,103.00,-114.00,1.0710,0.1770,-0.1090,1.0280,0.0740,-0.0670,299.704740,44.435749,12.566
88,2444412,K00103.01,,CANDIDATE,CANDIDATE,14.910951770,1.2750000e-05,-1.2750000e-05,141.3367260,7.110000e-04,-7.110000e-04,0.014,0.339,-0.014,3.32500,0.02400,-0.02400,864.5,8.700e+00,-8.700e+00,2.62,0.33,-1.700e-01,116.90,1,93,5650.00,101.00,-112.00,0.8990,0.1140,-0.0570,0.9320,0.0510,-0.0680,291.683350,37.751591,12.593
89,10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,2.508057497,3.7800000e-07,-3.7800000e-07,135.0006570,1.240000e-04,-1.240000e-04,0.742,0.047,-0.143,1.11340,0.01670,-0.01670,1507.6,6.200e+00,-6.200e+00,3.25,0.16,-1.200e-01,312.70,1,540,4780.00,95.00,-95.00,0.7610,0.0380,-0.0270,0.8350,0.0200,-0.0470,281.194730,47.497131,12.895
90,8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,8.981014925,3.0850000e-06,-3.0850000e-06,136.6493070,2.790000e-04,-2.790000e-04,0.097,0.242,-0.097,1.84780,0.01160,-0.01160,1059.3,6.400e+00,-6.400e+00,3.14,0.43,-4.800e-01,198.30,1,153,5666.00,124.00,-102.00,0.9670,0.1330,-0.1470,0.7850,0.0730,-0.0280,298.937040,44.857910,12.870
92,11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,7.256962446,5.8390000e-06,-5.8390000e-06,134.0239230,6.610000e-04,-6.610000e-04,0.676,0.073,-0.481,4.94020,0.02380,-0.02380,463.2,3.100e+00,-3.100e+00,3.53,0.21,-1.700e-01,168.30,1,184,5858.00,70.00,-79.00,1.5490,0.0910,-0.0740,1.1330,0.1210,-0.0710,294.835170,48.982361,12.702
93,4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,15.965327180,1.3680000e-05,-1.3680000e-05,142.1780330,6.880000e-04,-6.880000e-04,0.674,0.026,-0.460,4.58370,0.02310,-0.02310,482.2,3.800e+00,-3.800e+00,3.33,0.21,-1.700e-01,144.20,2,84,5880.00,78.00,-78.00,1.4330,0.0900,-0.0720,1.0680,0.1240,-0.0670,288.984560,40.064529,12.287
94,4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,179.609803000,1.8230000e-04,-1.8230000e-04,295.3303610,4.470000e-04,-4.470000e-04,0.711,0.011,-0.400,13.75500,0.11900,-0.11900,1273.0,7.700e+00,-7.700e+00,5.47,0.34,-2.800e-01,184.60,2,7,5880.00,78.00,-78.00,1.4330,0.0900,-0.0720,1.0680,0.1240,-0.0670,288.984560,40.064529,12.287
96,9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,9.940666412,6.9820000e-06,-6.9820000e-06,135.2155900,5.820000e-04,-5.820000e-04,0.020,0.229,-0.020,3.90920,0.01810,-0.01810,520.2,3.800e+00,-3.800e+00,2.87,0.50,-2.900e-01,161.40,1,138,6215.00,111.00,-136.00,1.2590,0.2190,-0.1280,1.1700,0.0930,-0.0930,284.555730,46.063831,12.663
97,6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,11.427550984,8.1500000e-06,-8.1500000e-06,137.6137110,5.570000e-04,-5.570000e-04,0.608,0.040,-0.409,4.60740,0.01750,-0.01750,500.9,3.300e+00,-3.300e+00,2.35,0.32,-2.700e-01,165.50,3,116,5979.00,108.00,-120.00,1.0050,0.1380,-0.1130,0.9130,0.0580,-0.0580,287.604610,42.166779,12.596
98,6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,23.668346350,3.0030000e-05,-3.0030000e-05,132.7142100,1.040000e-03,-1.040000e-03,0.758,0.085,-0.542,5.82970,0.03780,-0.03780,449.4,4.200e+00,-4.200e+00,2.32,0.31,-2.600e-01,112.80,3,52,5979.00,108.00,-120.00,1.0050,0.1380,-0.1130,0.9130,0.0580,-0.0580,287.604610,42.166779,12.596
99,6678383,K00111.03,Kepler-104 d,CONFIRMED,CANDIDATE,51.755305040,8.5350000e-05,-8.5350000e-05,271.0880800,1.250000e-03,-1.250000e-03,0.638,0.180,-0.412,7.43550,0.05790,-0.05790,609.2,5.600e+00,-5.600e+00,2.61,0.35,-3.000e-01,116.90,3,25,5979.00,108.00,-120.00,1.0050,0.1380,-0.1130,0.9130,0.0580,-0.0580,287.604610,42.166779,12.596
100,10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,51.079264510,6.4560000e-05,-6.4560000e-05,185.1808700,9.810000e-04,-9.810000e-04,0.017,0.267,-0.017,6.37290,0.03120,-0.03120,736.8,6.000e+00,-6.000e+00,2.75,0.39,-2.800e-01,126.80,2,29,5833.00,105.00,-117.00,1.0220,0.1430,-0.1070,0.9740,0.0660,-0.0660,295.648710,48.495560,12.772
101,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,3.709214104,6.5360000e-06,-6.5360000e-06,133.9831800,1.430000e-03,-1.430000e-03,0.051,0.395,-0.051,2.63020,0.04270,-0.04270,131.1,3.000e+00,-3.000e+00,1.16,0.17,-1.200e-01,50.60,2,352,5833.00,105.00,-117.00,1.0220,0.1430,-0.1070,0.9740,0.0660,-0.0660,295.648710,48.495560,12.772
103,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,0.787,0.005,-0.565,2.94720,0.02400,-0.02400,601.6,4.000e+00,-4.000e+00,2.94,0.43,-3.800e-01,166.70,3,244,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,287.887330,46.276241,12.791
104,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,0.898,0.013,-0.699,3.00140,0.03840,-0.03840,192.4,4.400e+00,-4.400e+00,1.79,0.26,-2.300e-01,47.10,3,181,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,287.887330,46.276241,12.791
105,9579641,K00115.03,,CANDIDATE,CANDIDATE,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,0.624,0.037,-0.476,3.13300,0.40700,-0.40700,23.2,3.400e+00,-3.400e+00,0.55,0.08,-7.000e-02,8.70,3,357,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,287.887330,46.276241,12.791
106,8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,0.866,0.015,-0.621,3.35390,0.04890,-0.04890,511.7,6.300e+00,-6.300e+00,2.64,0.40,-2.700e-01,88.40,4,101,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,300.863980,44.337551,12.882
107,8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,0.852,0.039,-0.585,6.80200,0.11900,-0.11900,615.2,7.700e+00,-7.700e+00,2.87,0.43,-3.000e-01,83.70,4,29,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,300.863980,44.337551,12.882
108,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,0.646,0.323,-0.430,3.26200,0.18600,-0.18600,55.8,4.300e+00,-4.300e+00,0.79,0.13,-8.000e-02,14.40,4,207,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,300.863980,44.337551,12.882
109,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,0.950,0.004,-0.660,5.35100,0.17700,-0.17700,104.0,6.500e+00,-6.500e+00,1.31,0.20,-1.300e-01,17.10,4,56,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,300.863980,44.337551,12.882
110,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,14.749148250,2.1740000e-05,-2.1740000e-05,138.7779900,1.180000e-03,-1.180000e-03,0.173,0.262,-0.173,6.09950,0.04400,-0.04400,430.2,4.200e+00,-4.200e+00,2.89,0.13,-1.000e-01,107.40,4,72,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,297.028260,48.208611,12.487
111,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,0.529,0.021,-0.460,4.16540,0.05850,-0.05850,140.7,2.900e+00,-2.900e+00,1.70,0.08,-5.000e-02,50.60,4,193,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,297.028260,48.208611,12.487
112,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,3.180027898,7.2780000e-06,-7.2780000e-06,133.4986300,1.810000e-03,-1.810000e-03,0.196,0.242,-0.196,3.57970,0.05580,-0.05580,120.3,2.700e+00,-2.700e+00,1.53,0.07,-5.000e-02,50.40,4,323,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,297.028260,48.208611,12.487
113,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,7.958253280,7.6730000e-05,-7.6730000e-05,137.8021900,7.670000e-03,-7.670000e-03,0.706,0.237,-0.494,4.37700,0.22900,-0.22900,50.0,3.700e+00,-3.700e+00,1.06,0.05,-4.000e-02,14.70,4,109,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,297.028260,48.208611,12.487
114,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,24.993243190,6.1270000e-05,-6.1270000e-05,138.6816700,1.970000e-03,-1.970000e-03,0.686,0.015,-0.505,5.94090,0.06690,-0.06690,269.6,4.900e+00,-4.900e+00,2.29,0.12,-8.000e-02,62.00,1,53,5718.00,85.00,-77.00,1.3170,0.0640,-0.0480,0.9610,0.0820,-0.0550,287.362790,38.649601,12.377
115,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,49.183941850,2.4750000e-05,-2.4750000e-05,141.9119240,5.690000e-04,-5.690000e-04,0.035,0.361,-0.035,11.33640,0.05100,-0.05100,1646.2,5.400e+00,-5.400e+00,8.20,0.50,-5.500e-01,355.70,2,29,5626.00,89.00,-78.00,2.0570,0.1250,-0.1380,1.2470,0.0820,-0.0670,294.559170,46.062328,12.654
116,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,190.320046800,5.3270000e-04,-5.3270000e-04,312.6849800,1.470000e-03,-1.470000e-03,0.812,0.048,-0.010,15.28400,0.20900,-0.20900,1141.7,8.500e+00,-8.500e+00,7.78,0.48,-5.200e-01,139.30,2,7,5626.00,89.00,-78.00,2.0570,0.1250,-0.1380,1.2470,0.0820,-0.0670,294.559170,46.062328,12.654
117,11869052,K00120.01,,CANDIDATE,CANDIDATE,20.545237500,1.4280000e-04,-1.4280000e-04,137.9139400,3.580000e-03,-3.580000e-03,0.950,0.007,-0.668,2.51700,0.09470,-0.09470,218.5,1.400e+01,-1.400e+01,2.41,0.56,-6.300e-01,18.50,1,67,5670.00,280.00,-229.00,1.2640,0.2980,-0.3280,0.9370,0.1510,-0.0880,294.401920,50.172089,12.003
119,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,11.523067458,9.4520000e-06,-9.4520000e-06,131.9690550,7.000000e-04,-7.000000e-04,0.000,0.304,0.000,3.87570,0.02090,-0.02090,507.3,4.200e+00,-4.200e+00,3.13,0.20,-1.700e-01,142.00,1,116,5644.00,84.00,-75.00,1.4110,0.0910,-0.0730,1.0530,0.1150,-0.0570,284.482450,44.398041,12.346
120,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,6.481633073,6.0040000e-06,-6.0040000e-06,122.9776570,7.550000e-04,-7.550000e-04,0.833,0.021,-0.576,3.78400,0.03390,-0.03390,298.5,2.700e+00,-2.700e+00,2.54,0.11,-1.200e-01,125.60,2,214,5945.00,71.00,-71.00,1.3020,0.0580,-0.0580,1.0090,0.0570,-0.0470,290.392730,40.284870,12.365
121,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,21.222611950,2.9080000e-05,-2.9080000e-05,137.5740300,1.130000e-03,-1.130000e-03,0.020,0.378,-0.020,6.50930,0.04200,-0.04200,366.0,3.500e+00,-3.500e+00,2.48,0.11,-1.100e-01,114.90,2,64,5945.00,71.00,-71.00,1.3020,0.0580,-0.0580,1.0090,0.0570,-0.0470,290.392730,40.284870,12.365
123,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,31.719810130,6.3100000e-05,-6.3100000e-05,142.8208300,1.640000e-03,-1.640000e-03,0.125,0.285,-0.125,4.81900,0.04980,-0.04980,363.4,6.100e+00,-6.100e+00,3.09,0.49,-7.800e-01,63.10,2,44,5869.00,117.00,-117.00,1.6260,0.2540,-0.4130,1.0190,0.0980,-0.0980,292.929140,48.602810,12.935
124,11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,38.478766290,4.7310000e-06,-4.7310000e-06,151.8528120,1.010000e-04,-1.010000e-04,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,23530.0,2.540e+01,-2.540e+01,13.26,1.78,-5.900e-01,1077.80,1,35,5510.00,98.00,-109.00,0.8790,0.1180,-0.0390,0.9730,0.0410,-0.0700,288.902220,49.370491,13.779
126,5897826,K00126.02,,CANDIDATE,CANDIDATE,0.875197345,,,131.8135915,,,1.004,,,0.05200,,,0.0,,,0.73,0.11,-1.700e-01,0.00,2,1450,5855.00,117.00,-117.00,1.7960,0.2810,-0.4220,1.1740,0.1330,-0.1330,297.475860,41.114288,13.109
127,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,3.578780566,1.8300000e-07,-1.8300000e-07,134.0304187,4.210000e-05,-4.210000e-05,0.079,0.045,-0.054,2.91089,0.00147,-0.00147,11382.2,7.200e+00,-7.200e+00,10.43,0.62,-6.200e-01,1838.40,1,374,5524.00,110.00,-110.00,0.9940,0.0590,-0.0590,0.9500,0.0580,-0.0580,289.607970,44.345421,13.938
128,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,4.942783419,2.4700000e-07,-2.4700000e-07,136.3294353,4.070000e-05,-4.070000e-05,0.566,0.009,-0.009,3.25346,0.00605,-0.00605,11144.7,6.700e+00,-6.700e+00,10.62,1.44,-7.300e-01,2040.70,1,274,5514.00,98.00,-109.00,0.9780,0.1330,-0.0670,1.0030,0.0460,-0.0610,296.200590,49.140121,13.758
129,11974540,K00129.01,Kepler-470 b,CONFIRMED,CANDIDATE,24.669192732,7.5690000e-06,-7.5690000e-06,132.8642360,2.580000e-04,-2.580000e-04,0.073,0.096,-0.050,7.03515,0.00754,-0.00754,7382.3,1.370e+01,-1.370e+01,77.76,21.27,-3.190e+01,603.00,1,54,5313.00,328.00,-712.00,9.3270,2.5510,-3.8260,2.7360,0.1720,-1.4630,297.009430,50.372318,13.224
130,5297298,K00130.01,,CANDIDATE,CANDIDATE,34.193600311,3.6580000e-06,-3.6580000e-06,155.2966351,8.580000e-05,-8.580000e-05,0.625,0.004,-0.005,5.41382,0.00803,-0.00803,13714.8,1.160e+01,-1.160e+01,21.95,3.79,-4.630e+00,1405.60,1,39,6129.00,135.00,-123.00,1.7860,0.3080,-0.3770,1.1400,0.1500,-0.1090,297.360320,40.429810,13.325
131,7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,5.014234733,8.5900000e-07,-8.5900000e-07,133.1742890,1.410000e-04,-1.410000e-04,0.066,0.029,-0.066,4.58900,0.00525,-0.00525,6536.0,9.500e+00,-9.500e+00,10.63,3.57,-1.530e+00,794.30,1,266,6490.00,155.00,-232.00,1.3070,0.4390,-0.1880,1.3040,0.1690,-0.1870,299.097530,43.497589,13.797
135,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,3.024092505,2.2500000e-07,-2.2500000e-07,132.4168573,6.220000e-05,-6.220000e-05,0.424,0.031,-0.046,2.80210,0.01030,-0.01030,7765.0,8.600e+00,-8.600e+00,12.14,0.79,-9.500e-01,1225.30,1,446,6063.00,108.00,-145.00,1.3580,0.0880,-0.1070,1.2270,0.0500,-0.0820,285.240840,46.668251,13.958
137,8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,7.641567589,1.7690000e-06,-1.7690000e-06,135.4075640,1.910000e-04,-1.910000e-04,0.027,0.167,-0.027,3.41018,0.00733,-0.00733,2269.7,5.800e+00,-5.800e+00,4.91,0.30,-3.300e-01,437.50,3,175,5356.00,112.00,-72.00,1.0550,0.0650,-0.0720,0.8820,0.0560,-0.0250,298.079440,44.746319,13.549
138,8644288,K00137.02,Kepler-18 d,CONFIRMED,CANDIDATE,14.858908520,3.8080000e-06,-3.8080000e-06,128.1548690,2.170000e-04,-2.170000e-04,0.255,0.052,-0.225,3.52520,0.01330,-0.01330,3269.0,7.700e+00,-7.700e+00,5.94,0.37,-4.000e-01,456.80,3,93,5356.00,112.00,-72.00,1.0550,0.0650,-0.0720,0.8820,0.0560,-0.0250,298.079440,44.746319,13.549
139,8644288,K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,3.504691252,3.0910000e-06,-3.0910000e-06,133.5119410,7.140000e-04,-7.140000e-04,0.741,0.004,-0.550,1.98110,0.02270,-0.02270,315.1,5.100e+00,-5.100e+00,2.03,0.13,-1.400e-01,67.50,3,355,5356.00,112.00,-72.00,1.0550,0.0650,-0.0720,0.8820,0.0560,-0.0250,298.079440,44.746319,13.549
141,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,224.778935500,2.5690000e-04,-2.5690000e-04,142.0953380,9.210000e-04,-9.210000e-04,0.652,0.032,-0.057,11.18990,0.09160,-0.09160,3487.5,1.580e+01,-1.580e+01,7.67,1.33,-1.200e+00,235.70,2,7,5873.00,93.00,-129.00,1.2350,0.2130,-0.1940,1.0920,0.0800,-0.0890,291.653170,44.688271,13.492
142,8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,3.341799486,4.9540000e-06,-4.9540000e-06,141.3547200,1.230000e-03,-1.230000e-03,0.426,0.453,-0.271,2.92540,0.03490,-0.03490,178.2,4.000e+00,-4.000e+00,1.67,0.29,-2.600e-01,48.80,2,402,5873.00,93.00,-129.00,1.2350,0.2130,-0.1940,1.0920,0.0800,-0.0890,291.653170,44.688271,13.492
144,12105051,K00141.01,,CANDIDATE,CANDIDATE,2.624234833,3.8900000e-07,-3.8900000e-07,132.3049880,1.220000e-04,-1.220000e-04,0.781,0.057,-0.390,1.38740,0.03160,-0.03160,2607.0,8.900e+00,-8.900e+00,5.11,0.60,-2.300e-01,361.10,1,508,5340.00,106.00,-106.00,0.8990,0.1050,-0.0400,0.9630,0.0300,-0.0590,288.038300,50.651611,13.687
145,4649305,K00143.01,,CANDIDATE,CANDIDATE,22.651174510,1.4740000e-05,-1.4740000e-05,140.3375930,5.510000e-04,-5.510000e-04,0.925,0.003,-0.004,3.68950,0.03640,-0.03640,2250.0,1.750e+01,-1.750e+01,7.62,2.93,-9.800e-01,170.10,1,58,6968.00,194.00,-267.00,1.3330,0.5130,-0.1710,1.3330,0.2220,-0.1820,290.103330,39.781631,13.682
146,4180280,K00144.01,Kepler-472 b,CONFIRMED,CANDIDATE,4.176254191,1.7990000e-06,-1.7990000e-06,133.0904150,3.560000e-04,-3.560000e-04,0.715,0.080,-0.486,3.67160,0.03860,-0.03860,1360.1,6.200e+00,-6.200e+00,3.07,0.20,-1.100e-01,249.70,1,259,4957.00,100.00,-100.00,0.7760,0.0510,-0.0280,0.8670,0.0250,-0.0560,296.524290,39.249760,13.698
147,9904059,K00145.01,,CANDIDATE,CANDIDATE,102.964195200,5.7660000e-04,-5.7660000e-04,158.0747300,3.770000e-03,-3.770000e-03,0.922,0.005,-0.007,15.73500,0.26300,-0.26300,1896.7,2.730e+01,-2.730e+01,39.00,1.10,-9.390e+00,86.10,1,10,5047.00,40.00,-160.00,7.1190,0.2010,-1.7130,2.1500,0.0500,-0.8580,296.817720,46.781509,13.608
150,5735762,K00148.01,Kepler-48 b,CONFIRMED,CANDIDATE,4.778003060,3.3820000e-06,-3.3820000e-06,124.0614650,5.880000e-04,-5.880000e-04,0.020,0.359,-0.020,2.73610,0.01840,-0.01840,473.0,4.600e+00,-4.600e+00,1.85,0.13,-1.400e-01,115.40,3,274,5192.00,103.00,-103.00,0.8730,0.0650,-0.0650,0.8560,0.0500,-0.0410,299.139220,40.949020,13.040
151,5735762,K00148.02,Kepler-48 c,CONFIRMED,CANDIDATE,9.673958488,5.4620000e-06,-5.4620000e-06,125.3394180,4.660000e-04,-4.660000e-04,0.194,0.132,-0.194,3.26410,0.01650,-0.01650,952.7,5.800e+00,-5.800e+00,2.63,0.20,-1.900e-01,178.00,3,140,5192.00,103.00,-103.00,0.8730,0.0650,-0.0650,0.8560,0.0500,-0.0410,299.139220,40.949020,13.040
152,5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,42.896450240,9.4310000e-05,-9.4310000e-05,146.0613000,1.860000e-03,-1.860000e-03,0.007,0.397,-0.007,5.68970,0.05600,-0.05600,555.3,8.600e+00,-8.600e+00,2.00,0.15,-1.500e-01,66.80,3,30,5192.00,103.00,-103.00,0.8730,0.0650,-0.0650,0.8560,0.0500,-0.0410,299.139220,40.949020,13.040
153,3835670,K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,14.557308970,1.3950000e-05,-1.3950000e-05,145.0950120,7.600000e-04,-7.600000e-04,0.036,0.284,-0.036,7.76430,0.02890,-0.02890,956.9,5.500e+00,-5.500e+00,4.32,0.71,-8.600e-01,200.00,1,95,5774.00,115.00,-104.00,1.4120,0.2320,-0.2830,1.0480,0.1120,-0.0740,286.630100,38.945599,13.397
154,7626506,K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,8.408878137,6.1280000e-06,-6.1280000e-06,134.0063660,6.060000e-04,-6.060000e-04,0.018,0.307,-0.018,3.49670,0.01960,-0.01960,798.9,6.100e+00,-6.100e+00,2.28,0.19,-2.000e-01,147.20,2,162,5551.00,111.00,-111.00,0.8120,0.0700,-0.0700,0.7760,0.0580,-0.0390,296.981020,43.209751,13.771
155,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,28.574269200,4.0600000e-05,-4.0600000e-05,143.8315000,1.130000e-03,-1.130000e-03,0.068,0.328,-0.068,4.94270,0.04030,-0.04030,824.9,9.200e+00,-9.200e+00,2.32,0.19,-2.000e-01,97.10,2,46,5551.00,111.00,-111.00,0.8120,0.0700,-0.0700,0.7760,0.0580,-0.0390,296.981020,43.209751,13.771
156,2307199,K00151.01,,CANDIDATE,CANDIDATE,13.447179100,1.2470000e-05,-1.2470000e-05,132.8305550,7.700000e-04,-7.700000e-04,0.963,0.013,-0.008,3.04540,0.05460,-0.05460,1428.2,2.110e+01,-2.110e+01,5.24,1.64,-7.000e-01,105.30,1,100,6276.00,169.00,-206.00,1.0410,0.3260,-0.1400,1.0010,0.1580,-0.1150,292.374760,37.630959,14.000
